student_course_year_semester_week_intervention,student_course_year_semester_week,student_id,reason_id,intervention_id,intervention_current_status,intervention_assignee,week_date_beginning,date_closed,intervention_age,current_week
45745_137224_2016_S1C_06_I31,45745_137224_2016_S1C_06,45745,R25,I31,Closed,dustin christian,"Monday, 4 April 2016","Tuesday, 19 April 2016",15,X
45745_137224_2016_S1C_06_I32,45745_137224_2016_S1C_06,45745,R25,I32,Closed,elyse reyes,"Monday, 4 April 2016","Saturday, 23 April 2016",19,X
45745_137224_2016_S1C_06_I33,45745_137224_2016_S1C_06,45745,R25,I33,Open,dustin christian,"Monday, 4 April 2016",,0,X
45745_137224_2016_S1C_06_I40,45745_137224_2016_S1C_06,45745,R25,I40,Closed,jayden sears,"Monday, 4 April 2016","Thursday, 21 April 2016",17,X
45761_538421_2016_S1C_01_I33,45761_538421_2016_S1C_01,45761,R36,I33,Closed,valeria ayers,"Monday, 29 February 2016","Monday, 28 March 2016",28,
45789_329677_2016_S1C_01_I33,45789_329677_2016_S1C_01,45789,R36,I33,Closed,amiya richmond,"Monday, 29 February 2016","Saturday, 2 April 2016",33,
45789_329677_2016_S1C_01_I39,45789_329677_2016_S1C_01,45789,R22,I39,Closed,frankie malone,"Monday, 29 February 2016","Thursday, 3 March 2016",3,
45797_657610_2016_S1C_01_I33,45797_657610_2016_S1C_01,45797,R01,I33,Closed,joe flynn,"Monday, 29 February 2016","Thursday, 31 March 2016",31,
45797_657610_2016_S1C_01_I39,45797_657610_2016_S1C_01,45797,R22,I39,Closed,amiyah franks,"Monday, 29 February 2016","Monday, 21 March 2016",21,
45803_394922_2016_S1C_06_I30,45803_394922_2016_S1C_06,45803,R25,I30,Closed,sabrina dawson,"Monday, 4 April 2016","Saturday, 9 April 2016",5,X
45803_394922_2016_S1C_06_I31,45803_394922_2016_S1C_06,45803,R25,I31,Closed,ayanna christensen,"Monday, 4 April 2016","Thursday, 5 May 2016",31,X
45803_394922_2016_S1C_06_I32,45803_394922_2016_S1C_06,45803,R25,I32,Closed,nathaly howe,"Monday, 4 April 2016","Monday, 4 April 2016",0,X
45803_394922_2016_S1C_06_I40,45803_394922_2016_S1C_06,45803,R25,I40,Closed,memphis blake,"Monday, 4 April 2016","Monday, 2 May 2016",28,X
45803_512263_2016_S1C_01_I33,45803_512263_2016_S1C_01,45803,R36,I33,Closed,rivka tucker,"Monday, 29 February 2016","Saturday, 19 March 2016",19,
45803_512263_2016_S1C_01_I39,45803_512263_2016_S1C_01,45803,R22,I39,Closed,nathaly howe,"Monday, 29 February 2016","Thursday, 17 March 2016",17,
45804_1227160_2016_S1C_01_I33,45804_1227160_2016_S1C_01,45804,R23,I33,Closed,jayden sears,"Monday, 29 February 2016","Tuesday, 29 March 2016",29,
45818_964559_2016_S1C_01_I33,45818_964559_2016_S1C_01,45818,R01,I33,Closed,jasmine fischer,"Monday, 29 February 2016","Friday, 4 March 2016",4,
45818_964559_2016_S1C_01_I39,45818_964559_2016_S1C_01,45818,R22,I39,Closed,braydon mcintosh,"Monday, 29 February 2016","Saturday, 5 March 2016",5,
4584_1021354_2016_S1C_01_I33,4584_1021354_2016_S1C_01,4584,R36,I33,Closed,ronan cooper,"Monday, 29 February 2016","Tuesday, 1 March 2016",1,
4584_974249_2016_S1C_01_I39,4584_974249_2016_S1C_01,4584,R22,I39,Open,kendall norris,"Monday, 29 February 2016",,35,
45852_1146778_2016_S1C_01_I30,45852_1146778_2016_S1C_01,45852,R09,I30,Open,zoey yates,"Monday, 29 February 2016",,35,
45852_1146778_2016_S1C_01_I31,45852_1146778_2016_S1C_01,45852,R09,I31,Closed,frankie malone,"Monday, 29 February 2016","Thursday, 3 March 2016",3,
45852_1146778_2016_S1C_01_I32,45852_1146778_2016_S1C_01,45852,R09,I32,Open,jalen david,"Monday, 29 February 2016",,35,
45852_1146778_2016_S1C_01_I40,45852_1146778_2016_S1C_01,45852,R09,I40,Closed,arianna emerson,"Monday, 29 February 2016","Saturday, 2 April 2016",33,
45852_1487450_2016_S1C_01_I33,45852_1487450_2016_S1C_01,45852,R01,I33,Closed,nathaly howe,"Monday, 29 February 2016","Tuesday, 15 March 2016",15,
45854_1311663_2016_S1C_01_I32,45854_1311663_2016_S1C_01,45854,R09,I32,Open,miguel joseph,"Monday, 29 February 2016",,35,
45854_1311663_2016_S1C_01_I33,45854_1311663_2016_S1C_01,45854,R36,I33,Closed,soren shaffer,"Monday, 29 February 2016","Thursday, 17 March 2016",17,
45854_1312414_2016_S1C_01_I30,45854_1312414_2016_S1C_01,45854,R09,I30,Closed,annabella golden,"Monday, 29 February 2016","Friday, 8 April 2016",39,
45854_1312414_2016_S1C_01_I31,45854_1312414_2016_S1C_01,45854,R09,I31,Closed,scott bass,"Monday, 29 February 2016","Saturday, 12 March 2016",12,
45854_1312414_2016_S1C_01_I40,45854_1312414_2016_S1C_01,45854,R09,I40,Closed,zoey yates,"Monday, 29 February 2016","Wednesday, 23 March 2016",23,
45857_1312726_2016_S1C_01_I30,45857_1312726_2016_S1C_01,45857,R09,I30,Closed,jayden sears,"Monday, 29 February 2016","Monday, 28 March 2016",28,
45857_1312726_2016_S1C_01_I31,45857_1312726_2016_S1C_01,45857,R09,I31,Closed,mila perry,"Monday, 29 February 2016","Friday, 4 March 2016",4,
45857_1312726_2016_S1C_01_I32,45857_1312726_2016_S1C_01,45857,R09,I32,Closed,jasmine fischer,"Monday, 29 February 2016","Sunday, 27 March 2016",27,
45857_1312726_2016_S1C_01_I33,45857_1312726_2016_S1C_01,45857,R36,I33,Closed,valeria ayers,"Monday, 29 February 2016","Tuesday, 29 March 2016",29,
45857_1312726_2016_S1C_01_I40,45857_1312726_2016_S1C_01,45857,R09,I40,Closed,hallie matthews,"Monday, 29 February 2016","Thursday, 31 March 2016",31,
45858_1455783_2016_S1C_01_I30,45858_1455783_2016_S1C_01,45858,R09,I30,Closed,zoey yates,"Monday, 29 February 2016","Wednesday, 16 March 2016",16,
45858_1455783_2016_S1C_01_I31,45858_1455783_2016_S1C_01,45858,R09,I31,Closed,chris lyons,"Monday, 29 February 2016","Wednesday, 6 April 2016",37,
45858_1455783_2016_S1C_01_I32,45858_1455783_2016_S1C_01,45858,R09,I32,Closed,wendy mathews,"Monday, 29 February 2016","Wednesday, 30 March 2016",30,
45858_1455783_2016_S1C_01_I33,45858_1455783_2016_S1C_01,45858,R01,I33,Closed,scott bass,"Monday, 29 February 2016","Thursday, 17 March 2016",17,
45858_1455783_2016_S1C_01_I40,45858_1455783_2016_S1C_01,45858,R09,I40,Open,dustin christian,"Monday, 29 February 2016",,35,
45858_371564_2016_S1C_01_I39,45858_371564_2016_S1C_01,45858,R22,I39,Closed,siena cochran,"Monday, 29 February 2016","Tuesday, 29 March 2016",29,
45860_537957_2016_S1C_01_I33,45860_537957_2016_S1C_01,45860,R01,I33,Closed,anahi simpson,"Monday, 29 February 2016","Saturday, 26 March 2016",26,
45860_537957_2016_S1C_01_I39,45860_537957_2016_S1C_01,45860,R22,I39,Closed,skyla ballard,"Monday, 29 February 2016","Saturday, 26 March 2016",26,
45864_1072411_2016_S1C_01_I33,45864_1072411_2016_S1C_01,45864,R36,I33,Closed,natalie dale,"Monday, 29 February 2016","Tuesday, 1 March 2016",1,
45864_1072411_2016_S1C_01_I39,45864_1072411_2016_S1C_01,45864,R22,I39,Closed,scott bass,"Monday, 29 February 2016","Tuesday, 8 March 2016",8,
45873_1071299_2016_S1C_01_I33,45873_1071299_2016_S1C_01,45873,R36,I33,Closed,memphis blake,"Monday, 29 February 2016","Friday, 1 April 2016",32,
45874_1273421_2016_S1C_05_I30,45874_1273421_2016_S1C_05,45874,R09,I30,Closed,wendy mathews,"Monday, 28 March 2016","Tuesday, 5 April 2016",8,
45874_1273421_2016_S1C_05_I31,45874_1273421_2016_S1C_05,45874,R09,I31,Closed,braydon mcintosh,"Monday, 28 March 2016","Saturday, 2 April 2016",5,
45874_1273421_2016_S1C_05_I32,45874_1273421_2016_S1C_05,45874,R09,I32,Closed,siena cochran,"Monday, 28 March 2016","Wednesday, 6 April 2016",9,
45874_1273421_2016_S1C_05_I40,45874_1273421_2016_S1C_05,45874,R09,I40,Closed,kaden talley,"Monday, 28 March 2016","Monday, 28 March 2016",0,
45874_925200_2016_S1C_01_I33,45874_925200_2016_S1C_01,45874,R36,I33,Open,braydon mcintosh,"Monday, 29 February 2016",,35,
45889_321068_2016_S1C_01_I33,45889_321068_2016_S1C_01,45889,R36,I33,Closed,soren shaffer,"Monday, 29 February 2016","Thursday, 3 March 2016",3,
45889_321068_2016_S1C_01_I39,45889_321068_2016_S1C_01,45889,R22,I39,Closed,jayden sears,"Monday, 29 February 2016","Monday, 4 April 2016",35,
45891_151898_2016_S1C_01_I33,45891_151898_2016_S1C_01,45891,R01,I33,Closed,brennen payne,"Monday, 29 February 2016","Sunday, 27 March 2016",27,
45891_151898_2016_S1C_01_I39,45891_151898_2016_S1C_01,45891,R22,I39,Closed,tony reynolds,"Monday, 29 February 2016","Thursday, 31 March 2016",31,
45895_773049_2016_S1C_01_I33,45895_773049_2016_S1C_01,45895,R01,I33,Closed,naomi ochoa,"Monday, 29 February 2016","Tuesday, 5 April 2016",36,
45895_773049_2016_S1C_01_I39,45895_773049_2016_S1C_01,45895,R22,I39,Closed,wendy mathews,"Monday, 29 February 2016","Friday, 8 April 2016",39,
45898_1086987_2016_S1C_01_I33,45898_1086987_2016_S1C_01,45898,R01,I33,Open,chris lyons,"Monday, 29 February 2016",,35,
45898_1265972_2016_S1C_01_I30,45898_1265972_2016_S1C_01,45898,R09,I30,Closed,braydon mcintosh,"Monday, 29 February 2016","Friday, 4 March 2016",4,
45898_1265972_2016_S1C_01_I31,45898_1265972_2016_S1C_01,45898,R09,I31,Closed,braydon mcintosh,"Monday, 29 February 2016","Sunday, 3 April 2016",34,
45898_1265972_2016_S1C_01_I32,45898_1265972_2016_S1C_01,45898,R09,I32,Closed,catherine hunt,"Monday, 29 February 2016","Thursday, 17 March 2016",17,
45898_1265972_2016_S1C_01_I40,45898_1265972_2016_S1C_01,45898,R09,I40,Open,tony reynolds,"Monday, 29 February 2016",,35,
45901_1077856_2016_S1C_01_I33,45901_1077856_2016_S1C_01,45901,R36,I33,Closed,nathaly howe,"Monday, 29 February 2016","Sunday, 27 March 2016",27,
45918_1071111_2016_S1C_01_I33,45918_1071111_2016_S1C_01,45918,R36,I33,Closed,keyla randolph,"Monday, 29 February 2016","Saturday, 12 March 2016",12,
45922_519783_2016_S1C_01_I33,45922_519783_2016_S1C_01,45922,R36,I33,Closed,walter silva,"Monday, 29 February 2016","Thursday, 7 April 2016",38,
45922_519783_2016_S1C_01_I39,45922_519783_2016_S1C_01,45922,R22,I39,Closed,keyla randolph,"Monday, 29 February 2016","Tuesday, 1 March 2016",1,
45933_106661_2016_S1C_01_I33,45933_106661_2016_S1C_01,45933,R01,I33,Closed,catherine hunt,"Monday, 29 February 2016","Wednesday, 23 March 2016",23,
45933_106661_2016_S1C_01_I39,45933_106661_2016_S1C_01,45933,R22,I39,Closed,hallie matthews,"Monday, 29 February 2016","Friday, 4 March 2016",4,
4594_324025_2016_S1C_01_I33,4594_324025_2016_S1C_01,4594,R36,I33,Closed,mila perry,"Monday, 29 February 2016","Saturday, 2 April 2016",33,
45943_155363_2016_S1C_01_I30,45943_155363_2016_S1C_01,45943,R25,I30,Open,jayden sears,"Monday, 29 February 2016",,35,
45943_155363_2016_S1C_01_I31,45943_155363_2016_S1C_01,45943,R25,I31,Open,anastasia crawford,"Monday, 29 February 2016",,35,
45943_155363_2016_S1C_01_I32,45943_155363_2016_S1C_01,45943,R25,I32,Closed,naomi ochoa,"Monday, 29 February 2016","Thursday, 24 March 2016",24,
45943_155363_2016_S1C_01_I40,45943_155363_2016_S1C_01,45943,R25,I40,Closed,amaya reynolds,"Monday, 29 February 2016","Monday, 7 March 2016",7,
45943_619306_2016_S1C_01_I33,45943_619306_2016_S1C_01,45943,R01,I33,Closed,bennett herring,"Monday, 29 February 2016","Thursday, 17 March 2016",17,
45952_1311663_2016_S1C_01_I30,45952_1311663_2016_S1C_01,45952,R09,I30,Closed,tony reynolds,"Monday, 29 February 2016","Monday, 7 March 2016",7,
45952_1311663_2016_S1C_01_I31,45952_1311663_2016_S1C_01,45952,R09,I31,Closed,kaden talley,"Monday, 29 February 2016","Wednesday, 6 April 2016",37,
45952_1311663_2016_S1C_01_I32,45952_1311663_2016_S1C_01,45952,R09,I32,Closed,annabella golden,"Monday, 29 February 2016","Thursday, 7 April 2016",38,
45952_1311663_2016_S1C_01_I40,45952_1311663_2016_S1C_01,45952,R09,I40,Closed,wendy mathews,"Monday, 29 February 2016","Wednesday, 30 March 2016",30,
45952_1312414_2016_S1C_01_I33,45952_1312414_2016_S1C_01,45952,R36,I33,Closed,walter silva,"Monday, 29 February 2016","Tuesday, 22 March 2016",22,
45960_531322_2016_S1C_01_I33,45960_531322_2016_S1C_01,45960,R36,I33,Closed,nathaly howe,"Monday, 29 February 2016","Friday, 11 March 2016",11,
45960_531322_2016_S1C_01_I39,45960_531322_2016_S1C_01,45960,R22,I39,Closed,elyse reyes,"Monday, 29 February 2016","Sunday, 3 April 2016",34,
45964_718874_2016_S1C_01_I33,45964_718874_2016_S1C_01,45964,R36,I33,Closed,ronan cooper,"Monday, 29 February 2016","Sunday, 20 March 2016",20,
45964_718874_2016_S1C_01_I39,45964_718874_2016_S1C_01,45964,R22,I39,Closed,zoey yates,"Monday, 29 February 2016","Friday, 25 March 2016",25,
4597_512263_2016_S1C_01_I33,4597_512263_2016_S1C_01,4597,R36,I33,Closed,arianna emerson,"Monday, 29 February 2016","Wednesday, 2 March 2016",2,
45970_377047_2016_S1C_02_I33,45970_377047_2016_S1C_02,45970,R36,I33,Closed,ayanna christensen,"Monday, 7 March 2016","Wednesday, 9 March 2016",2,
45970_377047_2016_S1C_02_I39,45970_377047_2016_S1C_02,45970,R22,I39,Closed,scott bass,"Monday, 7 March 2016","Saturday, 2 April 2016",26,
45976_537780_2016_S1C_01_I33,45976_537780_2016_S1C_01,45976,R36,I33,Closed,tony reynolds,"Monday, 29 February 2016","Tuesday, 29 March 2016",29,
45976_537780_2016_S1C_01_I39,45976_537780_2016_S1C_01,45976,R22,I39,Closed,rivka tucker,"Monday, 29 February 2016","Friday, 25 March 2016",25,
45985_1312726_2016_S1C_01_I30,45985_1312726_2016_S1C_01,45985,R09,I30,Closed,soren shaffer,"Monday, 29 February 2016","Monday, 4 April 2016",35,
45985_1312726_2016_S1C_01_I33,45985_1312726_2016_S1C_01,45985,R36,I33,Closed,hallie matthews,"Monday, 29 February 2016","Tuesday, 15 March 2016",15,
45985_225826_2016_S1C_01_I31,45985_225826_2016_S1C_01,45985,R09,I31,Closed,chris lyons,"Monday, 29 February 2016","Sunday, 13 March 2016",13,
45985_225826_2016_S1C_01_I32,45985_225826_2016_S1C_01,45985,R09,I32,Closed,bennett herring,"Monday, 29 February 2016","Friday, 25 March 2016",25,
45985_225826_2016_S1C_01_I40,45985_225826_2016_S1C_01,45985,R09,I40,Closed,chris lyons,"Monday, 29 February 2016","Thursday, 7 April 2016",38,
45988_321068_2016_S1C_01_I33,45988_321068_2016_S1C_01,45988,R36,I33,Closed,skyla ballard,"Monday, 29 February 2016","Saturday, 12 March 2016",12,
45988_321068_2016_S1C_01_I39,45988_321068_2016_S1C_01,45988,R22,I39,Open,natalie dale,"Monday, 29 February 2016",,35,
45989_1315930_2016_S1C_01_I33,45989_1315930_2016_S1C_01,45989,R01,I33,Closed,amiyah franks,"Monday, 29 February 2016","Wednesday, 16 March 2016",16,
45989_1316382_2016_S1C_01_I30,45989_1316382_2016_S1C_01,45989,R09,I30,Open,skyla ballard,"Monday, 29 February 2016",,35,
45989_1316382_2016_S1C_01_I31,45989_1316382_2016_S1C_01,45989,R09,I31,Closed,scott bass,"Monday, 29 February 2016","Tuesday, 1 March 2016",1,
45989_1316382_2016_S1C_01_I32,45989_1316382_2016_S1C_01,45989,R09,I32,Closed,braydon mcintosh,"Monday, 29 February 2016","Wednesday, 6 April 2016",37,
45989_1316382_2016_S1C_01_I40,45989_1316382_2016_S1C_01,45989,R09,I40,Closed,skyla ballard,"Monday, 29 February 2016","Friday, 8 April 2016",39,
45997_504766_2016_S1C_01_I33,45997_504766_2016_S1C_01,45997,R36,I33,Closed,skyla ballard,"Monday, 29 February 2016","Saturday, 19 March 2016",19,
45997_504766_2016_S1C_01_I39,45997_504766_2016_S1C_01,45997,R22,I39,Open,jasmine fischer,"Monday, 29 February 2016",,35,
46009_1072411_2016_S1C_01_I30,46009_1072411_2016_S1C_01,46009,R09,I30,Open,natalie dale,"Monday, 29 February 2016",,35,
46009_1072411_2016_S1C_01_I31,46009_1072411_2016_S1C_01,46009,R09,I31,Open,naomi ochoa,"Monday, 29 February 2016",,35,
46009_1072411_2016_S1C_01_I32,46009_1072411_2016_S1C_01,46009,R09,I32,Closed,siena cochran,"Monday, 29 February 2016","Friday, 25 March 2016",25,
46009_1072411_2016_S1C_01_I40,46009_1072411_2016_S1C_01,46009,R09,I40,Closed,jayden sears,"Monday, 29 February 2016","Wednesday, 2 March 2016",2,
46022_1311663_2016_S1C_01_I30,46022_1311663_2016_S1C_01,46022,R09,I30,Closed,scott bass,"Monday, 29 February 2016","Wednesday, 2 March 2016",2,
46022_1311663_2016_S1C_01_I32,46022_1311663_2016_S1C_01,46022,R09,I32,Closed,brennen payne,"Monday, 29 February 2016","Monday, 21 March 2016",21,
46022_1311663_2016_S1C_01_I33,46022_1311663_2016_S1C_01,46022,R01,I33,Closed,damaris myers,"Monday, 29 February 2016","Tuesday, 8 March 2016",8,
46022_1311663_2016_S1C_01_I40,46022_1311663_2016_S1C_01,46022,R09,I40,Closed,marc lopez,"Monday, 29 February 2016","Thursday, 7 April 2016",38,
46022_1312414_2016_S1C_01_I31,46022_1312414_2016_S1C_01,46022,R09,I31,Closed,amaya reynolds,"Monday, 29 February 2016","Friday, 1 April 2016",32,
46043_321407_2016_S1C_01_I33,46043_321407_2016_S1C_01,46043,R36,I33,Open,arianna emerson,"Monday, 29 February 2016",,35,
46043_324025_2016_S1C_01_I39,46043_324025_2016_S1C_01,46043,R22,I39,Closed,anastasia crawford,"Monday, 29 February 2016","Wednesday, 2 March 2016",2,
46045_12684_2016_S1C_01_I33,46045_12684_2016_S1C_01,46045,R36,I33,Closed,rivka tucker,"Monday, 29 February 2016","Wednesday, 2 March 2016",2,
46045_12684_2016_S1C_01_I39,46045_12684_2016_S1C_01,46045,R22,I39,Closed,braydon mcintosh,"Monday, 29 February 2016","Saturday, 19 March 2016",19,
46045_419070_2016_S1C_01_I30,46045_419070_2016_S1C_01,46045,R25,I30,Closed,miguel joseph,"Monday, 29 February 2016","Saturday, 12 March 2016",12,
46045_419070_2016_S1C_01_I31,46045_419070_2016_S1C_01,46045,R25,I31,Closed,walter silva,"Monday, 29 February 2016","Saturday, 5 March 2016",5,
46045_419070_2016_S1C_01_I32,46045_419070_2016_S1C_01,46045,R25,I32,Closed,skyla ballard,"Monday, 29 February 2016","Monday, 14 March 2016",14,
46045_419070_2016_S1C_01_I40,46045_419070_2016_S1C_01,46045,R25,I40,Closed,jasmine fischer,"Monday, 29 February 2016","Thursday, 10 March 2016",10,
46051_321068_2016_S1C_01_I33,46051_321068_2016_S1C_01,46051,R36,I33,Closed,eli flynn,"Monday, 29 February 2016","Wednesday, 9 March 2016",9,
46051_512263_2016_S1C_01_I39,46051_512263_2016_S1C_01,46051,R22,I39,Closed,tony reynolds,"Monday, 29 February 2016","Monday, 21 March 2016",21,
46062_1446723_2016_S1C_01_I33,46062_1446723_2016_S1C_01,46062,R36,I33,Closed,dustin christian,"Monday, 29 February 2016","Saturday, 5 March 2016",5,
46062_1446723_2016_S1C_01_I39,46062_1446723_2016_S1C_01,46062,R22,I39,Closed,amaya reynolds,"Monday, 29 February 2016","Saturday, 2 April 2016",33,
46066_312546_2016_S1C_01_I33,46066_312546_2016_S1C_01,46066,R01,I33,Closed,zoey yates,"Monday, 29 February 2016","Thursday, 3 March 2016",3,
46066_312853_2016_S1C_01_I30,46066_312853_2016_S1C_01,46066,R09,I30,Open,hallie matthews,"Monday, 29 February 2016",,35,
46066_312853_2016_S1C_01_I31,46066_312853_2016_S1C_01,46066,R09,I31,Closed,joe flynn,"Monday, 29 February 2016","Wednesday, 30 March 2016",30,
46066_312853_2016_S1C_01_I32,46066_312853_2016_S1C_01,46066,R09,I32,Closed,kendall norris,"Monday, 29 February 2016","Saturday, 19 March 2016",19,
46066_312853_2016_S1C_01_I40,46066_312853_2016_S1C_01,46066,R09,I40,Closed,skyla ballard,"Monday, 29 February 2016","Friday, 25 March 2016",25,
46076_371564_2016_S1C_01_I30,46076_371564_2016_S1C_01,46076,R09,I30,Closed,catherine hunt,"Monday, 29 February 2016","Saturday, 19 March 2016",19,
46076_371564_2016_S1C_01_I31,46076_371564_2016_S1C_01,46076,R09,I31,Closed,walter silva,"Monday, 29 February 2016","Saturday, 12 March 2016",12,
46076_371564_2016_S1C_01_I32,46076_371564_2016_S1C_01,46076,R09,I32,Closed,memphis blake,"Monday, 29 February 2016","Thursday, 3 March 2016",3,
46076_371564_2016_S1C_01_I33,46076_371564_2016_S1C_01,46076,R36,I33,Closed,chris lyons,"Monday, 29 February 2016","Thursday, 31 March 2016",31,
46076_371564_2016_S1C_01_I40,46076_371564_2016_S1C_01,46076,R09,I40,Closed,frankie malone,"Monday, 29 February 2016","Saturday, 19 March 2016",19,
46077_1279126_2016_S1C_03_I30,46077_1279126_2016_S1C_03,46077,R09,I30,Closed,nathaly howe,"Monday, 14 March 2016","Thursday, 21 April 2016",38,
46077_1279126_2016_S1C_03_I31,46077_1279126_2016_S1C_03,46077,R09,I31,Closed,sabrina dawson,"Monday, 14 March 2016","Saturday, 19 March 2016",5,
46077_1279126_2016_S1C_03_I32,46077_1279126_2016_S1C_03,46077,R09,I32,Open,kendall norris,"Monday, 14 March 2016",,21,
46077_1279126_2016_S1C_03_I33,46077_1279126_2016_S1C_03,46077,R36,I33,Closed,thalia mckee,"Monday, 14 March 2016","Wednesday, 16 March 2016",2,
46077_1279126_2016_S1C_03_I40,46077_1279126_2016_S1C_03,46077,R09,I40,Open,jalen david,"Monday, 14 March 2016",,21,
46079_379921_2016_S1C_01_I33,46079_379921_2016_S1C_01,46079,R36,I33,Closed,marc lopez,"Monday, 29 February 2016","Sunday, 6 March 2016",6,
4609_1071299_2016_S1C_01_I30,4609_1071299_2016_S1C_01,4609,R09,I30,Closed,scott bass,"Monday, 29 February 2016","Tuesday, 15 March 2016",15,
4609_1071299_2016_S1C_01_I31,4609_1071299_2016_S1C_01,4609,R09,I31,Closed,brennen payne,"Monday, 29 February 2016","Wednesday, 6 April 2016",37,
4609_1071299_2016_S1C_01_I32,4609_1071299_2016_S1C_01,4609,R09,I32,Open,thalia mckee,"Monday, 29 February 2016",,35,
4609_1071299_2016_S1C_01_I33,4609_1071299_2016_S1C_01,4609,R36,I33,Closed,arianna emerson,"Monday, 29 February 2016","Wednesday, 23 March 2016",23,
4609_1071299_2016_S1C_01_I40,4609_1071299_2016_S1C_01,4609,R09,I40,Closed,chris lyons,"Monday, 29 February 2016","Tuesday, 29 March 2016",29,
46102_511493_2016_S1C_01_I33,46102_511493_2016_S1C_01,46102,R36,I33,Closed,chris lyons,"Monday, 29 February 2016","Thursday, 10 March 2016",10,
46102_511493_2016_S1C_01_I39,46102_511493_2016_S1C_01,46102,R22,I39,Open,wendy mathews,"Monday, 29 February 2016",,35,
46104_225826_2016_S1C_01_I30,46104_225826_2016_S1C_01,46104,R09,I30,Closed,demarcus klein,"Monday, 29 February 2016","Friday, 18 March 2016",18,
46104_225826_2016_S1C_01_I31,46104_225826_2016_S1C_01,46104,R09,I31,Closed,demarcus klein,"Monday, 29 February 2016","Wednesday, 30 March 2016",30,
46104_225826_2016_S1C_01_I32,46104_225826_2016_S1C_01,46104,R09,I32,Closed,chris lyons,"Monday, 29 February 2016","Friday, 4 March 2016",4,
46104_225826_2016_S1C_01_I33,46104_225826_2016_S1C_01,46104,R36,I33,Open,arianna emerson,"Monday, 29 February 2016",,35,
46104_225826_2016_S1C_01_I40,46104_225826_2016_S1C_01,46104,R09,I40,Open,memphis blake,"Monday, 29 February 2016",,35,
46112_12016_2016_S1C_01_I33,46112_12016_2016_S1C_01,46112,R36,I33,Closed,natalie dale,"Monday, 29 February 2016","Saturday, 12 March 2016",12,
46112_12016_2016_S1C_01_I39,46112_12016_2016_S1C_01,46112,R22,I39,Closed,august bates,"Monday, 29 February 2016","Sunday, 13 March 2016",13,
46121_1077103_2016_S1C_01_I30,46121_1077103_2016_S1C_01,46121,R09,I30,Closed,annabella golden,"Monday, 29 February 2016","Friday, 18 March 2016",18,
46121_1077103_2016_S1C_01_I31,46121_1077103_2016_S1C_01,46121,R09,I31,Closed,walter silva,"Monday, 29 February 2016","Tuesday, 8 March 2016",8,
46121_1077103_2016_S1C_01_I32,46121_1077103_2016_S1C_01,46121,R09,I32,Closed,siena cochran,"Monday, 29 February 2016","Wednesday, 23 March 2016",23,
46121_1077103_2016_S1C_01_I40,46121_1077103_2016_S1C_01,46121,R09,I40,Closed,annabella golden,"Monday, 29 February 2016","Friday, 11 March 2016",11,
46121_312546_2016_S1C_01_I33,46121_312546_2016_S1C_01,46121,R01,I33,Closed,zoe duran,"Monday, 29 February 2016","Sunday, 6 March 2016",6,
46129_265297_2016_S1C_01_I33,46129_265297_2016_S1C_01,46129,R36,I33,Closed,jayden sears,"Monday, 29 February 2016","Tuesday, 15 March 2016",15,
46133_1311663_2016_S1C_01_I30,46133_1311663_2016_S1C_01,46133,R09,I30,Open,amiya richmond,"Monday, 29 February 2016",,35,
46133_1311663_2016_S1C_01_I31,46133_1311663_2016_S1C_01,46133,R09,I31,Closed,skyla ballard,"Monday, 29 February 2016","Tuesday, 22 March 2016",22,
46133_1311663_2016_S1C_01_I32,46133_1311663_2016_S1C_01,46133,R09,I32,Closed,kaden talley,"Monday, 29 February 2016","Thursday, 24 March 2016",24,
46133_1311663_2016_S1C_01_I33,46133_1311663_2016_S1C_01,46133,R36,I33,Closed,mila perry,"Monday, 29 February 2016","Wednesday, 2 March 2016",2,
46133_1311663_2016_S1C_01_I40,46133_1311663_2016_S1C_01,46133,R09,I40,Closed,walter silva,"Monday, 29 February 2016","Tuesday, 5 April 2016",36,
46134_1416382_2016_S1C_03_I33,46134_1416382_2016_S1C_03,46134,R36,I33,Closed,zoey yates,"Monday, 14 March 2016","Monday, 11 April 2016",28,
46134_1416382_2016_S1C_03_I39,46134_1416382_2016_S1C_03,46134,R22,I39,Closed,anastasia crawford,"Monday, 14 March 2016","Monday, 18 April 2016",35,
46144_1493907_2016_S1C_01_I33,46144_1493907_2016_S1C_01,46144,R01,I33,Closed,dustin christian,"Monday, 29 February 2016","Monday, 4 April 2016",35,
46144_1493907_2016_S1C_01_I39,46144_1493907_2016_S1C_01,46144,R22,I39,Closed,ronan cooper,"Monday, 29 February 2016","Tuesday, 22 March 2016",22,
46150_1071299_2016_S1C_01_I30,46150_1071299_2016_S1C_01,46150,R09,I30,Closed,anastasia crawford,"Monday, 29 February 2016","Saturday, 12 March 2016",12,
46150_1071299_2016_S1C_01_I31,46150_1071299_2016_S1C_01,46150,R09,I31,Closed,zoe duran,"Monday, 29 February 2016","Wednesday, 30 March 2016",30,
46150_1071299_2016_S1C_01_I32,46150_1071299_2016_S1C_01,46150,R09,I32,Closed,kendall norris,"Monday, 29 February 2016","Thursday, 3 March 2016",3,
46150_1071299_2016_S1C_01_I33,46150_1071299_2016_S1C_01,46150,R36,I33,Closed,ayanna christensen,"Monday, 29 February 2016","Wednesday, 16 March 2016",16,
